Date,Product,Category,Region,Units_Sold,Revenue,Cost,Profit
2023-08-12,Tablet,Electronics,Houston,14,322.81,200.14,122.67
2023-02-13,Phone,Electronics,Los Angeles,10,1053.17,452.86,600.31
2023-11-26,Headphones,Accessories,Phoenix,4,1652.92,1107.46,545.46
2023-06-21,Laptop,Electronics,New York,16,343.79,185.65,158.14
2023-10-25,Tablet,Electronics,Chicago,11,2099.74,1217.85,881.89
2023-08-26,Phone,Electronics,Houston,1,2557.42,1636.75,920.67
2023-01-19,Laptop,Electronics,New York,19,1163.71,570.22,593.49
2023-03-10,Headphones,Accessories,Houston,17,1481.72,740.86,740.86
2023-10-23,Headphones,Accessories,New York,8,323.71,158.62,165.09
2023-10-15,Printer,Accessories,Houston,13,698.76,300.47,398.29
2023-07-25,Tablet,Electronics,Houston,12,1693.89,694.49,999.4
2023-08-29,Monitor,Peripherals,Los Angeles,10,2469.91,1012.66,1457.25
2023-08-11,Monitor,Peripherals,Los Angeles,9,382.19,202.56,179.63
2023-01-29,Headphones,Accessories,Chicago,18,1350.38,864.24,486.14
2023-05-27,Printer,Accessories,New York,8,1086.31,640.92,445.39
2023-09-23,Tablet,Electronics,Houston,13,1177.62,706.57,471.05
2023-12-20,Keyboard,Peripherals,Phoenix,7,1825.55,1095.33,730.22
2023-09-15,Tablet,Electronics,New York,3,586.96,305.22,281.74
2023-11-23,Tablet,Electronics,New York,17,1834.55,825.55,1009.0
2023-03-21,Tablet,Electronics,Houston,4,2460.7,1254.96,1205.74
2023-03-03,Tablet,Electronics,Houston,10,1280.82,525.14,755.68
2023-02-24,Keyboard,Peripherals,Phoenix,14,777.42,419.81,357.61
2023-06-01,Headphones,Accessories,Houston,12,2999.2,1529.59,1469.61
2023-06-09,Headphones,Accessories,Houston,1,2630.5,1525.69,1104.81
2023-02-28,Headphones,Accessories,Chicago,9,1332.07,532.83,799.24
2023-07-10,Laptop,Electronics,Phoenix,18,2939.38,1939.99,999.39
2023-04-20,Phone,Electronics,Los Angeles,2,2571.25,1491.32,1079.93
2023-07-27,Monitor,Peripherals,Phoenix,13,2201.48,1519.02,682.46
2023-06-18,Headphones,Accessories,New York,11,1670.31,751.64,918.67
2023-05-10,Printer,Accessories,Houston,1,2333.55,1376.79,956.76
2023-03-26,Headphones,Accessories,New York,12,803.02,393.48,409.54
2023-05-09,Tablet,Electronics,Houston,5,2955.29,1773.17,1182.12
2023-10-12,Laptop,Electronics,Phoenix,19,1506.18,692.84,813.34
2023-08-27,Phone,Electronics,New York,7,374.7,251.05,123.65
2023-11-13,Phone,Electronics,Houston,18,265.53,135.42,130.11
2023-03-16,Monitor,Peripherals,Phoenix,20,2085.45,1292.98,792.47
2023-12-11,Laptop,Electronics,Phoenix,4,2251.89,1306.1,945.79
2023-11-05,Headphones,Accessories,Houston,10,2607.4,1121.18,1486.22
2023-07-08,Phone,Electronics,Houston,3,1195.04,752.88,442.16
2023-06-15,Tablet,Electronics,Los Angeles,10,1776.57,1137.0,639.57
2023-09-12,Monitor,Peripherals,Los Angeles,14,2727.22,1199.98,1527.24
2023-12-25,Keyboard,Peripherals,Houston,13,1335.44,934.81,400.63
2023-03-14,Phone,Electronics,New York,2,1407.77,943.21,464.56
2023-09-29,Printer,Accessories,Chicago,2,579.18,330.13,249.05
2023-10-08,Tablet,Electronics,Houston,8,2057.92,1296.49,761.43
2023-01-19,Headphones,Accessories,Houston,10,1299.19,805.5,493.69
2023-11-18,Printer,Accessories,New York,9,1553.81,1009.98,543.83
2023-11-23,Monitor,Peripherals,Los Angeles,11,2284.44,1553.42,731.02
2023-04-15,Printer,Accessories,New York,7,1674.94,820.72,854.22
2023-02-02,Monitor,Peripherals,Phoenix,9,1033.02,475.19,557.83
2023-02-09,Laptop,Electronics,Phoenix,20,265.56,135.44,130.12
2023-09-18,Tablet,Electronics,Los Angeles,4,701.58,442.0,259.58
2023-11-29,Headphones,Accessories,Los Angeles,15,378.09,185.26,192.83
2023-09-27,Monitor,Peripherals,Chicago,16,2556.4,1048.12,1508.28
2023-01-29,Laptop,Electronics,Chicago,8,1125.8,472.84,652.96
2023-10-20,Keyboard,Peripherals,Chicago,20,2773.54,1913.74,859.8
2023-07-10,Headphones,Accessories,New York,11,1535.03,951.72,583.31
2023-06-09,Keyboard,Peripherals,Houston,15,1666.48,1016.55,649.93
2023-01-17,Laptop,Electronics,Phoenix,19,1337.03,655.14,681.89
2023-08-14,Keyboard,Peripherals,New York,17,2063.95,866.86,1197.09
2023-07-05,Phone,Electronics,Los Angeles,9,793.98,436.69,357.29
2023-12-19,Monitor,Peripherals,Phoenix,2,2838.03,1277.11,1560.92
2023-03-21,Keyboard,Peripherals,Los Angeles,8,788.76,544.24,244.52
2023-06-10,Monitor,Peripherals,Phoenix,12,1212.03,521.17,690.86
2023-09-26,Printer,Accessories,Chicago,11,879.93,571.95,307.98
2023-10-19,Phone,Electronics,Chicago,7,1879.55,845.8,1033.75
2023-04-26,Keyboard,Peripherals,Los Angeles,13,2650.75,1776.0,874.75
2023-02-07,Monitor,Peripherals,Chicago,10,1830.38,970.1,860.28
2023-06-26,Printer,Accessories,Los Angeles,19,1554.57,901.65,652.92
2023-01-07,Printer,Accessories,Los Angeles,20,504.75,242.28,262.47
2023-11-24,Phone,Electronics,Chicago,19,2826.66,1922.13,904.53
2023-01-08,Phone,Electronics,Houston,3,2136.49,940.06,1196.43
2023-07-11,Keyboard,Peripherals,Houston,10,1144.55,675.28,469.27
2023-07-17,Printer,Accessories,New York,17,788.27,512.38,275.89
2023-05-13,Headphones,Accessories,Chicago,8,2354.39,965.3,1389.09
2023-07-01,Printer,Accessories,Los Angeles,12,2889.17,1733.5,1155.67
2023-02-26,Headphones,Accessories,Phoenix,8,823.89,560.25,263.64
2023-11-18,Printer,Accessories,Houston,10,1104.44,651.62,452.82
2023-03-22,Phone,Electronics,Chicago,5,1147.93,688.76,459.17
2023-06-25,Tablet,Electronics,Chicago,8,1661.94,847.59,814.35
2023-09-11,Laptop,Electronics,Chicago,19,1876.01,787.92,1088.09
2023-07-09,Phone,Electronics,New York,4,1174.78,622.63,552.15
2023-09-12,Keyboard,Peripherals,Houston,18,2451.38,1225.69,1225.69
2023-08-27,Monitor,Peripherals,Los Angeles,11,579.87,318.93,260.94
2023-07-02,Headphones,Accessories,Phoenix,11,2145.77,1094.34,1051.43
2023-11-10,Monitor,Peripherals,New York,5,736.35,331.36,404.99
2023-01-09,Phone,Electronics,New York,1,2581.58,1110.08,1471.5
2023-08-04,Printer,Accessories,Houston,17,795.28,405.59,389.69
2023-01-27,Phone,Electronics,Los Angeles,4,1068.06,704.92,363.14
2023-03-04,Monitor,Peripherals,Los Angeles,1,2002.3,1081.24,921.06
2023-07-10,Laptop,Electronics,Houston,3,622.29,379.6,242.69
2023-11-13,Printer,Accessories,Los Angeles,19,1833.02,1264.78,568.24
2023-10-02,Printer,Accessories,New York,15,1057.99,613.63,444.36
2023-08-10,Headphones,Accessories,Houston,8,989.48,524.42,465.06
2023-08-24,Laptop,Electronics,Los Angeles,7,1613.68,984.34,629.34
2023-11-26,Phone,Electronics,Los Angeles,11,2684.96,1584.13,1100.83
2023-09-15,Phone,Electronics,Chicago,15,891.64,472.57,419.07
2023-04-08,Keyboard,Peripherals,Chicago,18,670.93,281.79,389.14
2023-11-30,Laptop,Electronics,New York,3,2345.96,1431.04,914.92
2023-12-23,Monitor,Peripherals,New York,16,913.53,575.52,338.01
2023-04-03,Laptop,Electronics,New York,9,2865.77,1776.78,1088.99
2023-02-22,Laptop,Electronics,Los Angeles,12,2159.23,863.69,1295.54
2023-05-30,Monitor,Peripherals,New York,7,1646.43,707.96,938.47
2023-02-12,Laptop,Electronics,Houston,8,530.48,366.03,164.45
2023-11-03,Phone,Electronics,Chicago,17,1850.91,1092.04,758.87
2023-02-17,Monitor,Peripherals,New York,6,429.04,205.94,223.1
2023-02-15,Tablet,Electronics,New York,3,507.62,274.11,233.51
2023-11-25,Printer,Accessories,Phoenix,13,2611.83,1697.69,914.14
2023-12-09,Headphones,Accessories,New York,4,673.86,404.32,269.54
2023-08-02,Keyboard,Peripherals,Chicago,10,815.67,546.5,269.17
2023-03-09,Laptop,Electronics,Houston,18,1313.7,696.26,617.44
2023-12-02,Laptop,Electronics,New York,1,1801.43,882.7,918.73
2023-02-18,Keyboard,Peripherals,New York,17,1804.63,956.45,848.18
2023-03-24,Laptop,Electronics,Houston,2,537.26,370.71,166.55
2023-02-28,Printer,Accessories,New York,6,2363.62,1489.08,874.54
2023-02-09,Keyboard,Peripherals,Houston,13,2771.03,1219.25,1551.78
2023-04-24,Phone,Electronics,Houston,14,230.62,110.7,119.92
2023-07-08,Headphones,Accessories,Chicago,6,1974.22,1105.56,868.66
2023-12-29,Monitor,Peripherals,Los Angeles,2,667.95,454.21,213.74
2023-08-23,Headphones,Accessories,Phoenix,6,923.44,581.77,341.67
2023-06-13,Headphones,Accessories,Houston,4,1848.06,1108.84,739.22
2023-11-10,Headphones,Accessories,Los Angeles,18,1750.27,717.61,1032.66
2023-08-04,Phone,Electronics,Chicago,4,1190.37,726.13,464.24
2023-08-18,Laptop,Electronics,Los Angeles,8,2906.5,1918.29,988.21
2023-04-04,Printer,Accessories,New York,17,2264.24,1313.26,950.98
2023-08-12,Phone,Electronics,Chicago,10,2831.79,1953.94,877.85
2023-10-06,Laptop,Electronics,Phoenix,10,1750.08,1102.55,647.53
2023-10-16,Printer,Accessories,New York,12,2841.89,1847.23,994.66
2023-03-04,Monitor,Peripherals,New York,19,724.75,471.09,253.66
2023-02-04,Tablet,Electronics,Phoenix,10,774.12,410.28,363.84
2023-09-10,Keyboard,Peripherals,Houston,19,235.22,119.96,115.26
2023-11-14,Laptop,Electronics,Houston,20,1701.59,1191.11,510.48
2023-01-09,Laptop,Electronics,Houston,19,1123.43,584.18,539.25
2023-04-20,Tablet,Electronics,Phoenix,18,1618.16,679.63,938.53
2023-09-25,Monitor,Peripherals,New York,11,2077.74,1350.53,727.21
2023-08-28,Headphones,Accessories,Houston,11,719.33,381.24,338.09
2023-02-06,Phone,Electronics,Chicago,1,1139.22,637.96,501.26
2023-01-24,Phone,Electronics,Chicago,9,480.18,259.3,220.88
2023-01-08,Laptop,Electronics,Phoenix,10,1143.13,674.45,468.68
2023-05-19,Printer,Accessories,Phoenix,9,2165.79,1039.58,1126.21
2023-07-03,Phone,Electronics,Houston,12,630.68,290.11,340.57
2023-04-20,Phone,Electronics,Houston,13,2812.92,1659.62,1153.3
2023-12-19,Printer,Accessories,Chicago,7,1809.1,868.37,940.73
2023-11-01,Printer,Accessories,Houston,19,626.68,338.41,288.27
2023-08-16,Phone,Electronics,New York,9,1380.86,593.77,787.09
2023-01-22,Keyboard,Peripherals,Chicago,2,2245.45,1324.82,920.63
2023-02-23,Phone,Electronics,New York,7,1973.12,1085.22,887.9
2023-03-18,Headphones,Accessories,Chicago,11,923.85,637.46,286.39
2023-12-02,Phone,Electronics,Houston,15,208.95,96.12,112.83
2023-03-18,Printer,Accessories,Chicago,8,1794.92,915.41,879.51
2023-01-14,Headphones,Accessories,New York,10,1566.16,1049.33,516.83
2023-02-05,Headphones,Accessories,New York,2,664.84,299.18,365.66
2023-02-22,Headphones,Accessories,Houston,1,2131.93,1449.71,682.22
2023-06-29,Headphones,Accessories,Phoenix,16,2440.91,1635.41,805.5
2023-01-08,Monitor,Peripherals,New York,13,857.12,462.84,394.28
2023-08-18,Tablet,Electronics,Phoenix,11,921.25,635.66,285.59
2023-11-09,Printer,Accessories,Houston,8,1704.18,954.34,749.84
2023-04-25,Tablet,Electronics,Chicago,1,2792.2,1424.02,1368.18
2023-03-19,Printer,Accessories,Houston,17,2084.04,1187.9,896.14
2023-05-05,Phone,Electronics,Phoenix,4,1151.56,771.55,380.01
2023-11-13,Phone,Electronics,Los Angeles,2,277.01,177.29,99.72
2023-01-08,Keyboard,Peripherals,Phoenix,11,1555.39,1026.56,528.83
2023-07-10,Headphones,Accessories,Houston,13,1539.76,662.1,877.66
2023-10-08,Printer,Accessories,Chicago,4,1995.7,1077.68,918.02
2023-10-25,Keyboard,Peripherals,Phoenix,3,2414.06,1448.44,965.62
2023-05-12,Tablet,Electronics,Los Angeles,7,1479.88,754.74,725.14
2023-07-23,Printer,Accessories,Phoenix,13,2833.54,1756.79,1076.75
2023-03-06,Monitor,Peripherals,Los Angeles,20,1568.99,972.77,596.22
2023-11-10,Tablet,Electronics,Chicago,7,2498.75,1524.24,974.51
2023-12-07,Monitor,Peripherals,Los Angeles,6,1731.7,935.12,796.58
2023-11-30,Phone,Electronics,Phoenix,6,1628.15,716.39,911.76
2023-11-04,Tablet,Electronics,Phoenix,8,2635.78,1159.74,1476.04
2023-05-21,Keyboard,Peripherals,Los Angeles,13,2651.59,1829.6,821.99
2023-11-22,Monitor,Peripherals,Los Angeles,9,2911.88,1950.96,960.92
2023-08-15,Laptop,Electronics,Houston,13,942.74,509.08,433.66
2023-07-08,Printer,Accessories,New York,2,1110.75,566.48,544.27
2023-01-05,Phone,Electronics,Phoenix,7,1114.12,512.5,601.62
2023-01-03,Keyboard,Peripherals,Phoenix,1,239.47,160.44,79.03
2023-09-18,Headphones,Accessories,Chicago,15,1705.94,1074.74,631.2
2023-05-08,Headphones,Accessories,Phoenix,5,2987.28,1433.89,1553.39
2023-10-19,Monitor,Peripherals,New York,15,2921.83,1753.1,1168.73
2023-01-07,Laptop,Electronics,Chicago,9,1031.67,443.62,588.05
2023-04-23,Headphones,Accessories,Houston,14,2655.64,1141.93,1513.71
2023-09-12,Phone,Electronics,Los Angeles,16,1854.58,1094.2,760.38
2023-06-21,Laptop,Electronics,Houston,1,226.59,131.42,95.17
2023-09-08,Tablet,Electronics,Los Angeles,13,1005.9,502.95,502.95
2023-04-20,Monitor,Peripherals,New York,13,2404.58,1659.16,745.42
2023-06-05,Phone,Electronics,Houston,5,948.42,426.79,521.63
2023-05-07,Printer,Accessories,Los Angeles,10,1447.74,637.01,810.73
2023-04-06,Laptop,Electronics,Houston,13,1369.88,684.94,684.94
2023-11-18,Headphones,Accessories,New York,7,2555.91,1482.43,1073.48
2023-03-15,Monitor,Peripherals,Los Angeles,20,2379.27,1142.05,1237.22
2023-05-25,Monitor,Peripherals,Los Angeles,15,907.89,517.5,390.39
2023-10-04,Headphones,Accessories,New York,18,338.45,219.99,118.46
2023-08-05,Phone,Electronics,Phoenix,7,1834.24,1008.83,825.41
2023-11-19,Phone,Electronics,Houston,3,1223.37,526.05,697.32
2023-09-18,Tablet,Electronics,Chicago,20,718.62,438.36,280.26
2023-05-23,Printer,Accessories,Los Angeles,2,1490.0,789.7,700.3
2023-05-25,Keyboard,Peripherals,Chicago,18,2601.88,1561.13,1040.75
2023-04-17,Monitor,Peripherals,Houston,3,2675.32,1123.63,1551.69
2023-03-03,Monitor,Peripherals,Phoenix,1,2925.32,1989.22,936.1
2023-12-28,Phone,Electronics,Los Angeles,3,292.45,193.02,99.43
2023-03-20,Printer,Accessories,Houston,15,1376.64,605.72,770.92
2023-12-01,Monitor,Peripherals,New York,16,1013.14,618.02,395.12
2023-05-22,Printer,Accessories,Houston,20,2906.32,1743.79,1162.53
2023-02-20,Tablet,Electronics,Chicago,11,323.09,203.55,119.54
2023-08-19,Headphones,Accessories,Houston,11,1638.99,704.77,934.22
2023-09-24,Monitor,Peripherals,Phoenix,6,2628.44,1629.63,998.81
2023-03-23,Phone,Electronics,Chicago,19,2940.68,1735.0,1205.68
2023-06-05,Tablet,Electronics,Los Angeles,10,1710.64,804.0,906.64
2023-04-17,Phone,Electronics,New York,15,1340.49,898.13,442.36
2023-11-19,Printer,Accessories,Chicago,14,1899.99,893.0,1006.99
2023-08-02,Phone,Electronics,Chicago,18,1523.62,1005.59,518.03
2023-07-22,Headphones,Accessories,Phoenix,15,565.57,237.54,328.03
2023-06-18,Laptop,Electronics,Chicago,12,2418.35,1209.17,1209.17
2023-12-24,Laptop,Electronics,Phoenix,13,1672.99,803.04,869.95
2023-06-05,Laptop,Electronics,Los Angeles,9,879.57,430.99,448.58
2023-07-22,Laptop,Electronics,Chicago,17,1100.59,495.27,605.32
2023-11-04,Printer,Accessories,Houston,10,1848.72,942.85,905.87
2023-09-29,Laptop,Electronics,Houston,16,2579.23,1444.37,1134.86
2023-11-23,Printer,Accessories,New York,12,1080.86,680.94,399.92
2023-03-11,Monitor,Peripherals,Houston,7,933.53,532.11,401.42
2023-01-20,Printer,Accessories,Houston,14,414.54,190.69,223.85
2023-11-24,Phone,Electronics,New York,19,1203.34,806.24,397.1
2023-01-10,Printer,Accessories,New York,10,201.57,131.02,70.55
2023-11-18,Keyboard,Peripherals,Phoenix,20,388.76,237.14,151.62
2023-08-30,Laptop,Electronics,Los Angeles,19,1261.61,706.5,555.11
2023-06-28,Laptop,Electronics,New York,4,629.37,258.04,371.33
2023-04-11,Printer,Accessories,Los Angeles,14,2165.93,1212.92,953.01
2023-11-03,Headphones,Accessories,New York,16,2177.09,1023.23,1153.86
2023-02-02,Phone,Electronics,Phoenix,9,1391.06,737.26,653.8
2023-12-17,Tablet,Electronics,Los Angeles,1,2648.32,1085.81,1562.51
2023-01-11,Phone,Electronics,Houston,10,2543.52,1144.58,1398.94
2023-03-20,Phone,Electronics,Los Angeles,18,603.67,319.95,283.72
2023-08-15,Monitor,Peripherals,Houston,13,1251.76,776.09,475.67
2023-12-10,Keyboard,Peripherals,Phoenix,7,2512.25,1231.0,1281.25
2023-12-19,Tablet,Electronics,Chicago,20,1698.6,917.24,781.36
2023-10-11,Laptop,Electronics,Los Angeles,14,2486.05,1690.51,795.54
2023-05-29,Headphones,Accessories,Chicago,5,1583.84,871.11,712.73
2023-08-28,Tablet,Electronics,Houston,4,1900.05,1007.03,893.02
2023-07-31,Tablet,Electronics,New York,18,2540.35,1371.79,1168.56
2023-08-21,Keyboard,Peripherals,Houston,8,255.48,127.74,127.74
2023-01-15,Monitor,Peripherals,Chicago,7,743.44,394.02,349.42
2023-05-12,Monitor,Peripherals,Houston,3,1959.04,1155.83,803.21
2023-07-14,Headphones,Accessories,Houston,20,509.28,351.4,157.88
2023-03-22,Printer,Accessories,New York,6,338.4,155.66,182.74
2023-04-22,Keyboard,Peripherals,Houston,15,1661.08,1129.53,531.55
2023-01-07,Keyboard,Peripherals,Chicago,17,630.39,277.37,353.02
2023-10-30,Tablet,Electronics,New York,16,1026.59,574.89,451.7
2023-02-20,Tablet,Electronics,Chicago,15,509.39,239.41,269.98
2023-09-24,Monitor,Peripherals,Phoenix,3,2190.8,1161.12,1029.68
2023-02-03,Monitor,Peripherals,Chicago,19,1867.21,1157.67,709.54
2023-10-03,Laptop,Electronics,New York,11,353.88,233.56,120.32
2023-12-05,Monitor,Peripherals,New York,5,2229.13,1047.69,1181.44
2023-01-22,Headphones,Accessories,New York,9,1538.46,861.54,676.92
2023-04-14,Tablet,Electronics,New York,16,2265.77,996.94,1268.83
2023-06-13,Laptop,Electronics,Houston,9,887.49,550.24,337.25
2023-10-24,Monitor,Peripherals,Phoenix,4,1684.56,926.51,758.05
2023-05-23,Keyboard,Peripherals,New York,17,2443.66,1026.34,1417.32
2023-07-28,Phone,Electronics,Chicago,17,2618.64,1492.62,1126.02
2023-11-29,Laptop,Electronics,Phoenix,19,1763.19,863.96,899.23
2023-04-21,Phone,Electronics,Chicago,16,2085.3,1334.59,750.71
2023-10-03,Phone,Electronics,Phoenix,5,1876.11,825.49,1050.62
2023-08-31,Laptop,Electronics,Houston,4,2642.73,1664.92,977.81
2023-12-27,Tablet,Electronics,Los Angeles,10,602.93,403.96,198.97
2023-05-03,Headphones,Accessories,Houston,3,1776.25,799.31,976.94
2023-05-26,Phone,Electronics,Phoenix,15,604.47,284.1,320.37
2023-11-05,Laptop,Electronics,Los Angeles,6,750.6,420.34,330.26
2023-03-12,Printer,Accessories,New York,10,263.7,147.67,116.03
2023-12-30,Laptop,Electronics,Chicago,16,1495.52,987.04,508.48
2023-04-03,Headphones,Accessories,Los Angeles,1,960.31,508.96,451.35
2023-10-15,Tablet,Electronics,Los Angeles,4,1433.45,817.07,616.38
2023-05-17,Phone,Electronics,New York,12,2439.72,1097.87,1341.85
2023-08-27,Printer,Accessories,Phoenix,9,601.52,348.88,252.64
2023-06-16,Keyboard,Peripherals,Phoenix,15,2803.84,1401.92,1401.92
2023-11-11,Laptop,Electronics,Chicago,19,2846.15,1166.92,1679.23
2023-07-17,Phone,Electronics,Chicago,5,1442.42,620.24,822.18
2023-09-09,Monitor,Peripherals,Phoenix,1,1671.89,1019.85,652.04
2023-03-12,Keyboard,Peripherals,Houston,16,705.74,444.62,261.12
2023-06-08,Printer,Accessories,Houston,11,2462.76,1526.91,935.85
2023-08-28,Headphones,Accessories,Phoenix,2,1067.32,704.43,362.89
2023-12-12,Keyboard,Peripherals,Phoenix,14,815.62,513.84,301.78
2023-05-07,Keyboard,Peripherals,Houston,17,2727.15,1472.66,1254.49
2023-10-24,Printer,Accessories,New York,6,2344.0,1359.52,984.48
2023-04-24,Printer,Accessories,Chicago,6,1427.19,642.24,784.95
2023-09-02,Printer,Accessories,Phoenix,7,1099.4,582.68,516.72
2023-01-21,Headphones,Accessories,Houston,18,1738.67,695.47,1043.2
2023-01-27,Tablet,Electronics,New York,12,2950.4,1327.68,1622.72
2023-11-04,Headphones,Accessories,Phoenix,1,666.36,459.79,206.57
2023-04-28,Headphones,Accessories,Los Angeles,10,2971.79,1337.31,1634.48
2023-01-16,Keyboard,Peripherals,New York,18,878.51,562.25,316.26
2023-04-13,Printer,Accessories,Los Angeles,16,430.64,228.24,202.4
2023-03-27,Monitor,Peripherals,Phoenix,19,1487.04,743.52,743.52
2023-02-01,Keyboard,Peripherals,Houston,13,2394.49,1221.19,1173.3
2023-12-16,Monitor,Peripherals,Phoenix,3,396.93,234.19,162.74
2023-09-10,Laptop,Electronics,Phoenix,6,760.14,516.9,243.24
2023-06-07,Keyboard,Peripherals,Los Angeles,6,1885.18,1319.63,565.55
2023-05-01,Monitor,Peripherals,Chicago,3,1768.4,901.88,866.52
2023-09-29,Printer,Accessories,Houston,13,1875.19,975.1,900.09
2023-09-03,Monitor,Peripherals,Houston,15,899.6,359.84,539.76
2023-02-12,Headphones,Accessories,New York,13,2874.41,2012.09,862.32
2023-05-22,Printer,Accessories,Phoenix,9,1604.61,1075.09,529.52
2023-10-08,Tablet,Electronics,New York,4,2261.04,1356.62,904.42
2023-04-21,Printer,Accessories,New York,9,768.1,522.31,245.79
2023-12-24,Monitor,Peripherals,Los Angeles,7,2805.1,1430.6,1374.5
2023-12-25,Headphones,Accessories,New York,1,583.56,350.14,233.42
2023-06-15,Keyboard,Peripherals,Houston,1,2938.4,1733.66,1204.74
2023-09-11,Printer,Accessories,Houston,14,996.26,567.87,428.39
2023-10-05,Keyboard,Peripherals,Phoenix,7,1045.74,512.41,533.33
2023-10-17,Keyboard,Peripherals,Phoenix,7,1526.36,641.07,885.29
2023-12-09,Laptop,Electronics,Phoenix,1,1406.92,689.39,717.53
2023-02-18,Keyboard,Peripherals,Chicago,17,2046.06,1309.48,736.58
2023-06-14,Monitor,Peripherals,Chicago,14,409.54,249.82,159.72
2023-11-26,Monitor,Peripherals,Houston,10,1766.32,971.48,794.84
2023-03-31,Keyboard,Peripherals,Houston,13,1625.47,959.03,666.44
2023-02-19,Monitor,Peripherals,Phoenix,17,2588.73,1397.91,1190.82
2023-06-03,Keyboard,Peripherals,Chicago,6,2872.17,1177.59,1694.58
2023-11-04,Monitor,Peripherals,Los Angeles,9,927.41,528.62,398.79
2023-02-12,Keyboard,Peripherals,Phoenix,3,2884.69,1701.97,1182.72
2023-12-09,Printer,Accessories,New York,11,2979.69,1817.61,1162.08
2023-05-10,Headphones,Accessories,New York,9,1453.16,988.15,465.01
2023-11-28,Keyboard,Peripherals,Los Angeles,2,1122.88,527.75,595.13
2023-12-25,Keyboard,Peripherals,Houston,8,2785.77,1810.75,975.02
2023-02-28,Tablet,Electronics,Los Angeles,3,1368.25,903.05,465.2
2023-01-20,Monitor,Peripherals,Houston,12,1324.99,596.25,728.74
2023-01-02,Printer,Accessories,Los Angeles,14,792.09,324.76,467.33
2023-02-17,Tablet,Electronics,Houston,8,1164.24,570.48,593.76
2023-05-03,Phone,Electronics,Phoenix,5,1217.96,657.7,560.26
2023-05-07,Phone,Electronics,Houston,8,1255.74,539.97,715.77
2023-04-27,Tablet,Electronics,Los Angeles,10,1641.66,870.08,771.58
2023-02-16,Laptop,Electronics,Phoenix,9,1494.67,971.54,523.13
2023-03-06,Monitor,Peripherals,Phoenix,12,1721.55,723.05,998.5
2023-07-15,Printer,Accessories,Los Angeles,9,553.03,270.98,282.05
2023-04-18,Headphones,Accessories,New York,16,1360.72,762.0,598.72
